"kind","name","type","icon","zones","location","note","info","link","worldOffsetY","worldOffsetZ","offsetX","offsetY","anchorBone"
"catseye_npc","Mugmug","Letter Moogle","Event.png","Yorcia Weald","","Mog Vault:\n* Weekly letter moogle / Kupo Nut trade target.","","","","","","",""
"catseye_npc","Murdox","Goblin Daily","Event.png","Lower Jeuno","Lower Jeuno H-8","CatsEyeXI Dailies:\n* Daily objective: defeat a selected type and quantity of monster.\n* A player or their trusts must defeat it for credit.\n* Party members outside your trust credit do not count.","","","","","","",""
"catseye_npc","Myrios","Collection Rewards","Myrios.png","Lower Jeuno","Lower Jeuno J-8, Tenshodo","CatsEyeXI:\n* Item collection NPC.\n* Complete collection sets for unique rewards.\n* Sea collection unlocks Vision organ exchange support.","","","","","","",""
"catseye_npc","Nazna","Letter Moogle","Event.png","Ship bound for Al Zahbi","","Mog Vault:\n* Weekly letter moogle / Kupo Nut trade target.\n* Found on the Nashmau to Whitegate ship.","","","","","","",""
"catseye_npc","Neavias","CW Starting Quest","QuestNPC.png","Bastok Markets","Bastok Markets H-9","Crystal Warrior:\n* Starts quest: Birdsearch.\n* Level 5 Bastok starting quest.","","","","","","",""
"catseye_npc","Nefari","CW Armor Quest","QuestNPC.png","East Ronfaure","East Ronfaure K-4","Crystal Warrior:\n* Level 30 armor quest: Running on the Range.\n* Rewards Garish Attire Set.","","","","","","",""
"catseye_npc","Nemosyne","CW Reward Recovery","Event.png","Provenance","","Crystal Warrior:\n* Restores lost or discarded unique quest rewards.\n* Crystal Warrior quest rewards keep their original augments.","","","","","","",""
"catseye_npc","Oboro","JSE Weapons","Oboro.png","","","CatsEyeXI:\n* Creates job-specific weapons in exchange for materials.","","","","","","",""
"catseye_npc","Octavien","Job Unlock","QuestNPC.png","","Bastok Markets","","","","","","","",""
"catseye_npc","Orenix","Venture Registration","QuestGiver.png","Bastok Mines","Bastok Mines I-9","CatsEyeXI Ventures:\n* Registers players for the Goblin Venture Guild.\n* Registration costs 5000 gil.","","","","","","",""
"catseye_npc","Palalumin","Sea Dailies","Palalumin.png","Grand Palace of Hu'Xzoi","Grand Palace of Hu'Xzoi H-8","CatsEyeXI:\n* Sea daily quest NPC.\n* Cerdoux's Cosmo-Tessera can be traded here for instant daily credit.","","","","","","",""
"catseye_npc","Pedro","Quest NPC","QuestNPC.png","","Port Jeuno","","","","","","","",""
"catseye_npc","Pennana","CW Early Gear","QuestNPC.png","Windurst Woods","Windurst Woods G-12","Crystal Warrior:\n* Starts quest: Feather Forecast.\n* Level 20 early gear quest.","","","","","","",""
"catseye_npc","Perah Celehsi","CW Starting Quest","QuestNPC.png","Windurst Woods","Windurst Woods J-8","Crystal Warrior:\n* Starts quest: Only the Dose.\n* Level 1 Windurst starting quest.","","","","","","",""
"catseye_npc","Perara","CW Starting Quest","QuestNPC.png","Windurst Waters","Windurst Waters E-9","Crystal Warrior:\n* Starts quests: Say Peas, Get Cracking.\n* Windurst starting gear quests.","","","","","","",""
"catseye_npc","Perrin","Helper Rewards","Perrin.png","Port Jeuno","","Crystal Warrior:\n* Offers helper rewards in Port Jeuno (J-8).\n* Rewards are based on how many times you have given assistance.\n* Milestone points are not lost after redeeming.","","","","","","",""
"catseye_npc","Petros","CW Mode Services","Event.png","Provenance","","Crystal Warrior:\n* Intro and Unbreakable Mode choice.\n* Milestone rewards from total EXP loss.\n* Return service and Prestige access at CW Master.","","","","","","",""
"catseye_npc","Picklox","CW Key Vendor","Picklox.png","Upper Jeuno","Upper Jeuno G-7, outside M&P's Market","Crystal Warrior:\n* Sells Garrison Pass.\n* Sells Goblin Keyring.","","","","","","",""
"catseye_npc","Populox","Venture Registration","Populox.png","Upper Jeuno","Upper Jeuno I-11","CatsEyeXI Ventures:\n* Registers players for the Goblin Venture Guild.\n* Registration costs 5000 gil.","","","","","","",""
"catseye_npc","Portalix","Stronghold Warp","Portalix.png","Lower Jeuno","Lower Jeuno H-9, Muckvix's Junk Shop","Gobbie Travels:\n* Unlocks Portalix stronghold teleports.\n* Requires Seedspall Astrum, Luna, and Lux.\n* Teleports to Beadeaux, Castle Oztroja, and Davoi after unlock.","","","","","","",""
"catseye_npc","Prestix","Prestige System","Prestix.png","Upper Jeuno","Upper Jeuno I-10","CatsEyeXI:\n* Allows characters to prestige jobs.\n* Prestige unlocks universal bonuses.","","","","","","",""
"catseye_npc","Puluki-Culuki","CW Starting Quest","QuestNPC.png","Port Windurst","Port Windurst B-4","Crystal Warrior:\n* Starts quest: Rustling Feathers.\n* Level 5 Windurst starting quest.","","","","","","",""
"catseye_npc","Quartermaster","Imperial Marks","Quartermaster.png","Al Zahbi","Al Zahbi G-7, moat on the West Gate side","Imperial Incursion:\n* Sells items for Imperial Marks.\n* Imperial Marks come from Tier 3 Imperial Incursion bosses and some other mobs.","","","","","","",""
"catseye_npc","Reisle","CW Trust Quest","Trust.png","Bastok Markets","Bastok Markets H-5","Matter of Trust I:\n* Bastok level 10 Trust quest giver.\n* Sends you to inspect the Crystal Anomaly in Konschtat Highlands (K-5).","","","","","","",""
"catseye_npc","Renovio","Lv30 Gear Upgrades","Renovio.png","Selbina","","CatsEyeXI:\n* Upgrades custom augmented level 30 gearsets to +1.\n* Pairs with Steel Teeth in Mhaura.","","","","","","",""
"catseye_npc","Riding Thunder","Mount Customization","Event.png","Upper Jeuno","","Crystal Warrior:\n* Applies unlocked mount appearances to your Chocobo Whistle mount.\n* Skins come from Incursions, Kupo Kudos, Grand Tokens, and other unlocks.","","","","","","",""
"catseye_npc","Robineaux","CW Intro Quest","QuestNPC.png","King Ranperre's Tomb","King Ranperre's Tomb","A Crystal Prelude:\n* San d'Orian starter NPC.\n* Gives a Hatchet, then asks for material from a Loose Branch.\n* Starts the intro NM encounter and warps you out after completion.","","","","","","",""
"catseye_npc","Ruspix","Summit AP Shop","Ruspix.png","Leafallia","","Summit of the Stars:\n* Spends personal Activity Points on prizes.\n* Sells NM pop items for Linkshell Points to authorized linkshell members.\n* Points spent do not affect daily AP cap or linkshell contribution.","","","","","","",""
"catseye_npc","Rusty Hammer","CW Storage Unlock","QuestNPC.png","Northern San d'Oria","Northern San d'Oria E-3","Boxed Up:\n* Unlocks the Ephemeral Box for Crystal Warriors.\n* Bring required logs/materials, then inspect the Crooked Trunk in Carpenters' Landing.","","","","","","",""
"catseye_npc","Sadoc","Novice Trials","Event.png","Port Windurst","Port Windurst L-6","Novice Trials:\n* Starts no-cooldown equipment augment trials.\n* Can transfer completed NQ augments to crafted HQ versions.\n* Trials may be completed on any job.","","","","","","",""
"catseye_npc","Saltlix","Goblin Daily","Event.png","Lower Jeuno","Lower Jeuno H-8","CatsEyeXI Dailies:\n* Daily objective: defeat a notorious monster.\n* Rewards Obsidian Fragments and Cosmo-Coins.\n* Trade gil to reset if the request is too difficult.","","","","","","",""
"catseye_npc","Sebastian","System Unlock Quest","QuestNPC.png","Lower Jeuno","Lower Jeuno I-7, Tenshodo front desk","Digging Up Dirt:\n* Unlocks Domenic's BCNM teleports.\n* Visit Balga's Dias, Waughroon Shrine, and Horlais Peak BCNM rooms and inspect the Dirt.","","","","","","",""
"catseye_npc","Serino","Mog Vault Quest","Event.png","Airship, Jeuno - Kazham","","Mog Vault:\n* Initial vault quest moogle on the Jeuno to Kazham airship.","","","","","","",""
"catseye_npc","Shady Dealer","Curio Unlock Quest","QuestNPC.png","Port Bastok","Port Bastok K-13","Out of Stock:\n* Unlocks Curio Vendor Moogle wares for ACE/WEW if you do not have the Rhapsody key item.\n* Requests Flint Stone x12, Beetle Shell, and Copper Ore.","","","","","","",""
"catseye_npc","Sharara","CW Trust Quest","Trust.png","Windurst Walls","Windurst Walls K-6","Matter of Trust I:\n* Windurst level 10 Trust quest giver.\n* Sends you to inspect the Crystal Anomaly in Tahrongi Canyon (I-5).","","","","","","",""
"catseye_npc","Shattering Stone","CW Mode Conversion","Event.png","Mhaura","","Crystal Warrior:\n* Converts Unbreakable Crystal Warriors to Standard after using the Crystal Guide Book.\n* Trade a Faded Crystal.\n* There is no changing back to Unbreakable.","","","","","","",""
"catseye_npc","Shining Stone","CW Starting Quest","QuestNPC.png","Bastok Mines","Bastok Mines K-7","Crystal Warrior:\n* Starts quest: Chasing Tails.\n* Level 1 Bastok starting quest.","","","","","","",""
"catseye_npc","Sigmund","Dragonslaying DKP","Event.png","Mhaura","Mhaura I-8, Sailors Stay first floor","Dragonslaying:\n* Completes the Dragonslayer intro after the Zi'Tah Pile of Stones step.\n* Stores merit points for DKP pop item purchases.\n* Buys and sells Dragonslaying items for DKP.","","","","","","",""
"catseye_npc","Sinister Moon","CW Starting Quest","QuestNPC.png","Bastok Mines","Bastok Mines K-6","Crystal Warrior:\n* Starts quests: Buzz Off, Buzz Kill.\n* Bastok starting gear quests.","","","","","","",""
"catseye_npc","Somnelius","CW Starting Quest","QuestNPC.png","West Ronfaure","West Ronfaure H-5","Crystal Warrior:\n* Starts quests: On Guard, On Watch.\n* San d'Oria starting gear quests.","","","","","","",""
"catseye_npc","Soupox","Summit Tax Rewards","Merchant.png","Leafallia","","Summit of the Stars:\n* Allows the winning linkshell owner to claim Auction House taxes from Leafallia.\n* Only linkshell owners can interact with this service.","","","","","","",""
"catseye_npc","Squire Decurion","Armor Storage","Squires.png","Bastok Markets","Bastok Markets H-7","Stores Relic +1 armor.\n\nAugments are preserved\nand returned unchanged.","","","0.25","","","",""
"catseye_npc","Squire Guard","Armor Storage","Squires.png","Ru'Lude Gardens","Ru'Lude Gardens I-10","Stores Relic +1 armor.\n\nAugments are preserved\nand returned unchanged.","","","","","","",""
"catseye_npc","Squire Knight","Armor Storage","Squires.png","Northern San d'Oria","Northern San d'Oria K-9","Stores Relic +1 armor.\n\nAugments are preserved\nand returned unchanged.","","","","","","",""
"catseye_npc","Squire Warlock","Armor Storage","Squires.png","Windurst Waters","Windurst Waters L-10","Stores Relic +1 armor.\n\nAugments are preserved\nand returned unchanged.","","","","","","",""
"catseye_npc","Squires","Augmented Armor Storage","Squires.png","","","CatsEyeXI:\n* Store armor sets, including augmented items.\n* Individual pieces may be traded; complete sets are not required.\n* Includes Squire Knight, Squire Decurion, Squire Warlock, Squire Guard, and Crystal Squire.","","","","","","",""
"catseye_npc","Steel Teeth","Lv30 Gear Upgrades","SteelTeeth.png","Mhaura","","CatsEyeXI:\n* Upgrades custom augmented level 30 gearsets to +1.\n* Pairs with Renovio in Selbina.","","","","","","",""
"catseye_npc","Stoic Traveler","Domain Warp","StoicTraveler.png","Celennia Memorial Library","Celennia Memorial Library, Wings-Era Warrior only","Domain Invasion:\n* Warps level 75 players to the currently active Domain Invasion battle.\n* Same function as Domain Traveler.\n* Exclusive to Wings-Era Warrior mode.","","","","","","",""
"catseye_npc","Summit Warden","Summit Token Weekly","SummitWarden.png","Windurst Waters (S)","Windurst Waters (S) E-8","Summit of the Stars:\n* Gives one free Apex, Pinnacle, or Apogee token at random each week.\n* Tokens are used with Ygnas for temporary August or Shantotto II trust access.","","","","","","",""
"catseye_npc","Sylvie","GEO Spell Shop","Sylvie.png","Ru'Lude Gardens","Ru'Lude Gardens H-5","CatsEyeXI:\n* Opens Geomancer magic shop after GEO unlock.\n* Sells level-75-customized GEO spells.","","","","","","",""
"catseye_npc","Tenebraux","Quest NPC","QuestNPC.png","","Northern San d'Oria","","","","","","","",""
"catseye_npc","Teodor","Chair Shop","Merchant.png","Throne Room","","CatsEyeXI:\n* Custom chair furnishing shop.\n* Sells chairs whose crafting recipes are not yet coded.","","","","","","",""
"catseye_npc","Una Mhiga R.C.","Referral Concierge","star.png","Windurst Woods","","Refer a Friend:\n* Claims rewards for the CatsEyeXI Refer a Friend program.\n* Referred friends receive leveling rewards.\n* Referrers earn Referral Points for milestone rewards.","","","","","","",""
"catseye_npc","Vault Keeper","Imperial Vault","VaultKeeper.png","Al Zahbi","Al Zahbi F-6, near West Gate","CatsEyeXI:\n* Opens the Imperial Vault with Vault Points.\n* Points are likely earned from the Imperial Vault quest.","","","","","","",""
"catseye_npc","Vennoire R.C.","Referral Concierge","star.png","Southern San d'Oria","","Refer a Friend:\n* Claims rewards for the CatsEyeXI Refer a Friend program.\n* Referred friends receive leveling rewards.\n* Referrers earn Referral Points for milestone rewards.","","","","","","",""
"catseye_npc","Verona","CW Starting Ring","QuestGiver.png","Bastok Markets","Bastok Markets K-9","Crystal Warrior:\n* Starts quest: Running Rings Around.\n* Rewards Bastokan Ring.\n* Can be completed regardless of allegiance.","","","","","","",""
"catseye_npc","Vision","AF+1 Augments","Vision.png","Port Jeuno","Port Jeuno I-8, next to Sagheera","CatsEyeXI:\n* Augments AF+1 armor after you obtain the base piece.\n* Uses organs from Sea.\n* Each attempt overwrites the previous augment.","","","","","","",""
"catseye_npc","Wildcat Armorer","Assault Gear Vendor","WildcatArmorer.png","Aht Urhgan Whitegate","Aht Urhgan Whitegate K-10","Crystal Warrior:\n* Sells Assault Point gear for Nyzul Isle Investigation Tokens.\n* Used because Assaults are not fully functional.","","","","","","",""
"catseye_npc","Wildcat Captain","Imperial Promotion","WildcatCaptain.png","Aht Urhgan Whitegate","Aht Urhgan Whitegate K-10","CatsEyeXI:\n* Promotion service based on Aht Urhgan Missions progress.","","","","","","",""
"catseye_npc","Wizardoll","Sparks Spell Training","Wizardoll.png","Southern San d'Oria|Bastok Markets|Windurst Woods","","CatsEyeXI:\n* Teaches spells directly in exchange for Sparks of Eminence.\n* Does not require LB1 or Rank 5 Sparks store unlock.\n* ACE can also buy low-level Eminence armor after Rank 4.","","","","","","",""
"catseye_npc","Woodnix","Venture Registration","QuestGiver.png","Southern San d'Oria","Southern San d'Oria I-11","CatsEyeXI Ventures:\n* Registers players for the Goblin Venture Guild.\n* Registration costs 5000 gil.","","","","","","",""
"catseye_npc","Woodnox","Venture Registration","QuestGiver.png","Southern San d'Oria","Southern San d'Oria I-11","CatsEyeXI Ventures:\n* Registers players for the Goblin Venture Guild.\n* Registration costs 5000 gil.","","","","","","",""
"catseye_npc","Wrapping Helper","Holiday Event","Event.png","Bastok Mines|Southern San d'Oria|Windurst Waters","","Holiday Event:\n* Gives the wrapping mini-game.\n* Find the correct present from Starlight Box enemies, then return for credit.","","","","","","",""
"catseye_npc","Yagudo Outlaw","CW Arena Unlock","QuestNPC.png","Castle Oztroja","Castle Oztroja I-9","Crystal Warrior:\n* Unlocks and manages the level 50 Yagudo Arena.\n* Trade 7-Knot Quipu and 13-Knot Quipu to unlock.\n* Silver Beastcoins are the recurring entry cost.","","","","","","",""
"catseye_npc","Ygnas","Summit AP Shop & Warp","Ygnas.png","Ru'Lude Gardens","Ru'Lude Gardens I-10, Mog House entrance","Summit of the Stars:\n* Spends personal Activity Points on prizes.\n* Authorizes temporary August or Shantotto II trust access for eligible linkshells.\n* CW/UCW teleport service back to Leafallia.","","","","","","",""
