"kind","name","type","icon","zones","location","note","info","link","worldOffsetY","worldOffsetZ","offsetX","offsetY","anchorBone"
"npc","Eppel-Treppel","Library Access","Dialogue.png","Adoulin|Eastern Adoulin","","Notes:\nSpeak to {{PAGENAME","","","","","","",""
"npc","Equesobillot","","","La Theine Plateau|San d'Oria","","Involved in Missions:\n* San d'Oria Mission 2-1: The Rescue Drill","","","","","","",""
"npc","Equette","","","1st floor (main) in Tavnazian Safehold at|Tavnazian Safehold","","Involved in Quests:\n* A Bitter Past\n* The Call of the Sea","","","","","","",""
"npc","Erabu-Fumulubu","Guild Craftsman","GuildMerchant.png","Port Windurst|Windurst","","","","","","","","",""
"npc","Erfimia","Cutscene NPC","Cutscene.png","Adoulin|Eastern Adoulin (Residence)","","Involved in Quests:\n* The Secret to Success\n* Eye of the Beholder","","","","","","",""
"npc","Erich","Abyssea Support","Dialogue.png","Abyssea|Port Bastok","","Notes:\n* Supplies players with additional Traverser Stones. His stock is shared with Joachim. |","","","","","","",""
"npc","Erik","Notorious Monster","GoalTracker.png","Bastok (S)|The Eldieme Necropolis (S)","","Involved in Quests:\n* Lost in Translocation\n\nNotes:\n* No longer despawns. Quotes: ""There's all sorts of creepy things wandering around down here. Watch your back.""","","","","","","",""
"npc","Erisa","Cutscene NPC","Cutscene.png","Adoulin|Eastern Adoulin","","Starts Quests:\n* Keep Your Bloomers On, Erisa","","","","","","",""
"npc","Erlene","Quest Giver","QuestGiver.png","Bastok (S)|The Eldieme Necropolis (S)","","Starts Quests:\n* A Little Knowledge\n* On Sabbatical\n* Downward Helix\n* Seeing Blood-red\n\nNotes:\n* Professor Erlene is an instructor of the Schultz School of Martial Theory, serving on the Operations Staff at the Eldieme Necropolis during the war. *Speak to her as a level 5+ Scholar to learn Embrava and Kaustra.","","","","","","",""
"npc","Erminold","Dialogue NPC","Dialogue.png","Adoulin|Eastern Adoulin","","Involved in Missions:\n* A Curse from the Past","","","","","","",""
"npc","Ernestine","","","Bastok (S)|Bastok Markets (S)|Cutscene","","Involved in Quests:\n* Burden of Suspicion","","","","","","",""
"npc","Ernst","Abyssea Support","Dialogue.png","Abyssea|Port Bastok","","Notes:\n* Allows you to view your cruor balance. *Informs you the status of the resistance in Scars of Abyssea areas. *Can teleport you to any Abyssean Cavernous Maw for 200 Cruor. **He only gives you the option to teleport to a maw if you have watched the cutscene and flagged the associated quest after examining it for the first time. Note that you must talk to Joachim after receiving the cutscene at your first Scars of Abyssea maw to receive cutscenes from examining the other maws; you will simply be allowed into the other zones without a cutscene nor teleport access from Horst. You must also be in possession of at least one Traverser Stone to receive a cutscene at its corresponding Cavernous Maw. |","","","","","","",""
"npc","Eron-Tomaron","Traveling Bard","PastEventWatcher.png","Kazham","","Notes:\n* Will change your Title for a fee or can give you a random title for free. *For a full list of titles, which you can get with this NPC, see Titles.","","","","","","",""
"npc","Erpipi","","","Fort Karugo-Narugo (S)","","","","","","","","",""
"npc","Erpolant","","","Windurst|Windurst Woods","","","","","","","","",""
"npc","Erudite Moogle","Event Reward","Event.png","Cutscene|Outland|Southern San d'Oria, Bastok Markets, Windurst Waters","","Starts Quests:\n* Adventurer Appreciation Campaign 2013","","","","","","",""
"npc","Esca","Quest Giver","QuestGiver.png","West Ronfaure","","Involved in Quests:\n* The Pickpocket\n* Chasing Quotas\n\nNotes:\n* According to Professor Emanritan, this is a typical Elvaan name for a female.","","","","","","",""
"npc","Esha'ntarl","Cutscene NPC","Cutscene.png","Cutscene|Jeuno|Ru'Lude Gardens","","Starts Quests:\n* Storms of Fate\n* Shadows of the Departed\n* Apocalypse Nigh\n\nInvolved in Missions:\n* Promathia Mission 2-5: Ancient Vows\n* Promathia Mission 3-2: Vessel Without a Captain\n* Promathia Mission 5-3: Three Paths\n* The Pursuit of Paradise (Tenzen's Path)\n* Promathia Mission 6-2: A Place to Return\n* Promathia Mission 6-3: More Questions than Answers\n* Promathia Mission 6-4: One to be Feared\n* Promathia Mission 7-2: Flames in the Darkness\n* Promathia Mission 8-4: Dawn\n\nNotes:\n* Zilart woman featured frequently in the Chains of Promathia Missions cutscenes. *Member of the Armathrwn Society.","","","","","","",""
"npc","Esha'ntarl (A)","Cutscene NPC","Cutscene.png","Abyssea|Cutscene|Hall of the Gods (Cutscenes only)","","Starts Quests:\n* Emissaries of God\n* Beneath a Blood-red Sky\n\nInvolved in Quests:\n* A Sea Dog's Summons\n* Death and Rebirth\n* Meanwhile, Back on Abyssea","","","","","","",""
"npc","Esmallegue","Military Information","Dialogue.png","San d'Oria|Southern San d'Oria","","Notes:\nOffers Information on San d'Oria's Military: Greetings, adventurer. San d'Oria is grateful for your services. I am Royal Squire Esmallegue. Grand Knight Depardal has left his post as sentry in the Outlands. For now he has been enlisted as a member of the city's defense force. As I'm sure you are already aware, San d'Oria's military is divided into two branches, the Royal Knights and the Temple Knights. In times of peace, we Royal Knights are charged with the defense of the nation, while the Temple Knights are responsible for maintaining the public order. However, in times of war the Temple Knights are given the role of supervising our ranks. Unfortunately, this is a source of some conflict. Despite being united under one kingdom, there is a strong sense of rivalry between the two armies. It has been said that during the Great War there were many areas of contention between us. If you have not yet entered a Cavernous Maw you will first get the following dialogue: You there, adventurer! I wonder have you heard of the so-called ""Cavernous Maws""? I don't know if it's true or not, but some say that it was the wicked rituals of Orcish mesmerizers on the stones that caused them to assume that wretched form.","","","","","","",""
"npc","Esmeralda","","","Windurst|Windurst Walls","","","","","","","","",""
"npc","Esoteric Hound","","","Aht Urhgan Whitegate|Al Zahbi","","","","","","","","",""
"npc","Esqualea","Dialogue NPC","Dialogue.png","Northern San d'Oria","","","","","","","","",""
"npc","Estaud, R.K.","Campaign","CampaignArbiter.png","San d'Oria (S)|Xarcabard (S)","","Notes:\n* San d'Oria affiliated Campaign Arbiter. Present when San d'Oria (S) has control of Xarcabard (S). *Offers Campaign Information, Campaign Allied Tags, Teleportation *Campaign Sword in front of name during Campaign","","","","","","",""
"npc","Estelle","Dialogue NPC","Dialogue.png","Adoulin|Eastern Adoulin","","Involved in Quests:\n* The Curious Case of Melvien","","","","","","",""
"npc","Estevanie","","","Adoulin|Silver Knife","","","","","","","","",""
"npc","Estienneux","Cutscene NPC","Cutscene.png","Adoulin|Eastern Adoulin (Residence)","","Involved in Quests:\n* The Curious Case of Melvien\n\nInvolved in Missions:\n* Melvien de Malecroix","","","","","","",""
"npc","Estiliphire","Event Host","Event.png","Southern San d'Oria|Special Event","","Notes:\nAllows you play a spot the difference mini-game. You must have the blue swimsuits from the main event to participate in hard mode (for chance to earn a Red Prize Balloon.","","","","","","",""
"npc","Estineau, R.K.","Campaign","CampaignArbiter.png","North Gustaberg (S)|San d'Oria (S)","","Notes:\n* San d'Oria affiliated Campaign Arbiter. Present when San d'Oria (S) has control of North Gustaberg (S). *Offers Campaign Information, Campaign Allied Tags, Teleportation *Campaign Sword in front of name during Campaign","","","","","","",""
"npc","Esvin","","","Metalworks","","Involved in Quests:\n* Escutcheons","","","","","","",""
"npc","Etaj-Pohtaj, W.W.","Conquest Overseer","ConquestOverseer.png","Windurst|Yhoator Jungle","","Notes:\nAppears, when Elshimo Uplands is under weekly conquest-control by Windurst. ;Notes for characters only with Windurst as current Allegiance: :*Casts Signet :*Choice of setting Home Point for free :*Recharges Empress Band or Chariot Band :*Accepts Elshimo Uplands Supplies for finishing Supply Quest :*Accepts Garrison starting item Coeurl Leather Missive ;Notes for characters only without Windurst as current Allegiance: :*Choice of setting Home Point for a fee - higher prices for higher Allegiance Ranks (Rank 10: 5600 gil) For further information see Conquest Overseer.","","","","","","",""
"npc","Eternal Flame","Records of Eminence","RecordsOfEminence.png","Jeuno|Western Adoulin","","Starts Quests:\n* Records of Eminence\n\nInvolved in Quests:\n* Records of Eminence: Tutorial\n* Teleports by Twilight\n* To Kill Mocking Birds\n\nNotes:\nSee Sparks of Eminence for a list of items, weapons, and armor available for purchase.","","","","","","",""
"npc","Etsa Rhuyuli","","","Windurst|Windurst Woods","","Involved in Quests:\n* Lure of the Wildcat (Windurst)","","","","","","",""
"npc","Etsatsa","","","Windurst|Windurst Woods","","","","","","","","",""
"npc","Etteh Sulaej","","","Kazham","","Involved in Quests:\n* A Question of Taste","","","","","","",""
"npc","Eugballion","Regional Vendor","RegionalVendor.png","Northern San d'Oria|San d'Oria","","","","","","","","",""
"npc","Eugie","","","Port Windurst|Windurst","","","","","","","","",""
"npc","Eukalline","Standard Merchant","StandardMerchant.png","Adoulin|Western Adoulin","","Notes:\n* Prices for the items sold by this NPCare not affected by Fame level.","","","","","","",""
"npc","Eulaclaire","Chocobo Renter","ChocoboRenter.png","Eastern Altepa Desert|Outland","","","","","","","","",""
"npc","Eulaphe","Chocobo Renter","ChocoboRenter.png","Bastok|Bastok Mines","","Starts Quests:\n* A Chocobo Riding Game (Bastok)","","","","","","",""
"npc","Eumielle","","","San d'Oria (S)|Southern San d'Oria (S)","","Involved in Missions:\n* WOTG21: Proof of Valor","","","","","","",""
"npc","Eumoa-Tajimoa","","","Al Zahbi","","","","","","","","",""
"npc","Eunheem","Quest Giver","QuestGiver.png","Aht Urhgan Whitegate|Al Zahbi","","Involved in Quests:\n* Soothing Waters","","","","","","",""
"npc","Eunirange","Barge NPC","Dialogue.png","Carpenters' Landing Barge|Outland","","Notes:\nLocated on the barge during the routes from North Landing to Central Landing, and from South Landing to Central Landing via the Emfea Waterway.","","","","","","",""
"npc","Eunsoo","","","Norg","","","","","","","","",""
"npc","Evelyn","Regional Vendor","RegionalVendor.png","Bastok|Port Bastok","","","","","","","","",""
"npc","Event Moogle","Event NPC","Event.png","Guide Moogles: *Varies by event Vendor Moogles: *Northern San d'Oria","","Notes:\n* These moogles appear during seasonal events, usually at the major towns, but sometimes in the fields. *There are two types of Event Moogles, ones responsible for guiding adventurers through the various activities, and those who sell wares for gil.","","","","","","",""
"npc","Evi","Quest Giver","QuestGiver.png","Bastok|Port Bastok","","Starts Quests:\n* Past Perfect","","","","","","",""
"npc","Evindigar","","","Tavnazian Safehold","","","","","","","","",""
"npc","Evrain","","","Bastok|Port Bastok","","Involved in Quests:\n* Welcome to Bastok","","","","","","",""
"npc","Ewchichi","","","Heavens Tower|Windurst","","","","","","","","",""
"npc","Excaliace","Seagull Phratrie","Dialogue.png","Outland|Periqia","","Involved in Missions:\n* Seagull Grounded\n\nNotes:\n* Member of the Seagull Phratrie","","","","","","",""
"npc","Excelliard","Holiday Event","Event.png","Southern San d'Oria","","Holiday Event:\n* Delivery Helper target NPC for Kiddie Presents.","","","","","","",""
"npc","Excenmille","Conflict Director","BallistaPursuivant.png","Northern San d'Oria|San d'Oria","","Involved in Quests:\n* Ballista License Quest\n* Trust: San d'Oria\n\nInvolved in Missions:\n* The Voracious Resurgence: Altennia Burns Bright\n\nNotes:\n* A renowned San d'Orian hero who gives information regarding Ballista. *If asked, bestows a {{KeyItem","","","","","","",""
"npc","Excenmille (A)","Camp Leader","Dialogue.png","Abyssea|Abyssea - Altepa","","Starts Quests:\n* Proof of the Lion","","","","","","",""
"npc","Excenmille (S)","Young Griffons","Dialogue.png","Cutscene|San d'Oria (S)|Southern San d'Oria (S)","","Involved in Quests:\n* Gifts of the Griffon\n* Claws of the Griffon\n* Boy and the Beast\n* Wrath of the Griffon\n* Perils of the Griffon\n* In a Haze of Glory\n* The Price of Valor\n* Songbirds in a Snowstorm\n* Blood of Heroes\n\nNotes:\n* The ""captain"" of the Young Griffons. * Son of Alphonimile","","","","","","",""
"npc","Exoroche","Quest Associate","QuestNPC.png","Southern San d'Oria","","Involved in Quests:\n* A Boy's Dream\n* Father and Son\n* Son and Father\n* Under Oath","","","","","","",""
"npc","Exoroche (A)","","","Abyssea|Abyssea - La Theine","","Starts Quests:\n* The Angling Armorer","","","","","","",""
"npc","Exoroche (S)","","","San d'Oria (S)|Southern San d'Oria (S) map = Eastgate|K-9 (available only when Campaign for Southern San d'Oria (S) isn't active)","","Starts Quests:\n* Son and Father","","","","","","",""
"npc","Explorer Moogle","Event Services","Event.png","*Ru'Lude Gardens|Jeuno","","Notes:\n* The Explorer Moogle in Ru'Lude Gardens provides information on Mog Tablets, including a list of those that have been recovered, as well as currently active ""Super Kupowers."" *Explorer Moogles in Bastok, Windurst, San d'Oria, Selbina, and Mhaura are only present when Thrifty Transit is in effect. *The Explorer Moogle in Ru'Lude Gardens does not teleport players, even during Thrifty Transit. *You must be level 20 or higher to warp.","","","","","","",""
"npc","Eya Bhithroh","Weather Reporter","WeatherChecker.png","Port Windurst|Windurst","","Notes:\nChecks weather for the following locations: :* East Sarutabaruta :* West Sarutabaruta :* Tahrongi Canyon :* Buburimu Peninsula :* Meriphataud Mountains","","","","","","",""
"npc","Ezura-Romazura","Standard Merchant","StandardMerchant.png","Windurst (S)|Windurst Waters (S) south map","","","","","","","","",""
"npc","Fabien","Abyssea Support","Dialogue.png","Abyssea|Ru'Lude Gardens","","Notes:\n* Supplies players with additional Traverser Stones. His stock is shared with Joachim. |","","","","","","",""
"npc","Fablinix","Event Vendor","Merchant.png","Outland|Special Event","","Notes:\nFablinix or ""Fab"" is a Goblin whose diaries are chronicled in A Little Goblin's Adventure. He appears in many Special Events, but rarely serves a major role.","","","","","","",""
"npc","Faboise","Travel Guide","WarpNPC.png","Chocobo Circuit","","Notes:\n* Guides (warps) player to different area in the Chocobo Circuit.","","","","","","",""
"npc","Fabric Chest","","","Abyssea|Abyssea - Uleguerand (Vertical Conflux #06)","","Involved in Quests:\n* Home, Home on the Range","","","","","","",""
"npc","Fabricant Idol","Moblin Maze Mongers","GoalTracker.png","Ghoyu's Reverie","","Notes:\n*  Found during Maze Voucher 04 (Materialization Team). * Used to synthesize various materials.","","","","","","",""
"npc","Fabricius","Abyssea Support","Dialogue.png","Abyssea|Port Windurst","","Notes:\n* Supplies players with additional Traverser Stones. His stock is shared with Joachim. |","","","","","","",""
"npc","Faerie","","","Freelance|Grauberg (S) and Fort Karugo-Narugo (S) * Appears in Campaign battles under the leadership of Titania. * Heal People","","","","","","","","",""
"npc","Faihal","","","Al Zahbi|Cutscenes only","","Involved in Quests:\n* Led Astray","","","","","","",""
"npc","Failene","Chocobo Betting","VCSChocoboRacingAssociate.png","Chocobo Circuit","","Notes:\n* Takes bets for the chocobo races.","","","","","","",""
"npc","Fairy Apkallu","","","Ilrusi Atoll|Outland","","Involved in Missions:\n* Apkallu Seizure","","","","","","",""
"npc","Falak","","","Jeuno|Port Jeuno","","","","","","","","",""
"npc","Falgima","Standard Merchant","StandardMerchant.png","Selbina","","","","","","","","",""
"npc","Fallion","Quest Giver","QuestGiver.png","Adoulin|Morimar Basalt Fields","","Starts Quests:\n* A Geothermal Expedition","","","","","","",""
"npc","Falreze","","","Jeuno|Ru'Lude Gardens","","","","","","","","",""
"npc","Faltavie","Map Vendor","MapDealer.png","Bastok (S)|Bastok Markets (S)","","","","","","","","",""
"npc","Faluuya","Campaign Warrior","CampaignArbiter.png","Al Zahbi|Battle|The Ashu Talif","","Involved in Quests:\n* Royal Painter Escort\n\nNotes:\n* Flees when she takes damage or sees an enemy in the ship's hold. *Wields a sword and shield.","","","","","","",""
"npc","Falzum","Cutscene NPC","Cutscene.png","Aht Urhgan Whitegate|Al Zahbi|Cutscene","","Involved in Quests:\n* Promotion: Lance Corporal\n* Promotion: Second Lieutenant\n* Promotion: First Lieutenant\n\nInvolved in Missions:\n* Aht Urhgan Mission 4: Knight of Gold\n* Aht Urhgan Mission 22: Shield of Diplomacy\n\nNotes:\n* A fearful and somewhat inept mercenary employed at Salaheem's Sentinels.","","","","","","",""
"npc","Falzuuk","Imperial Gate Guard","ImperialGateGuard.png","Al Zahbi","","Notes:\n:*Casts Sanction on registered mercenaries (w/ Sanction Enhancements) :*Recharges Chariot Band, Emperor Band, or Empress Band. :*Sells items for Imperial Standing at appropriate rank. :*Explains Sanction, Imperial Standing, and Besieged system by choosing some available questions.","","","","","","",""
"npc","Famad","Lebros Assault","AssaultMissionGiver.png","Aht Urhgan Whitegate|Al Zahbi","","Notes:\nOffers various Assault Missions for an I.D tag. Sells items for accumulated Assault points (stage-specific). Offers Assault Missions:: :*Excavation Duty Mercenary Rank PSC and above :*Lebros Supplies Mercenary Rank PFC and above :*Troll Fugitives Mercenary Rank SP and above :*Evade and Escape Mercenary Rank LC and above :*Siegemaster Assassination Mercenary Rank C and above :*Apkallu Breeding Mercenary Rank S and above :*Wamoura Farm Raid Mercenary Rank SM and above :*Egg Conservation Mercenary Rank CS and above :*Operation: Black Pearl Mercenary Rank SL and above :*Better Than One Mercenary Rank FL","","","","","","",""
"npc","Famatar","Imperial Gate Guard","ImperialGateGuard.png","Al Zahbi","","Notes:\n:*Casts Sanction on registered mercenaries (w/ Sanction Enhancements) :*Recharges Chariot Band, Emperor Band, or Empress Band. :*Sells items for Imperial Standing at appropriate rank. :*Explains Sanction, Imperial Standing, and Besieged system by choosing some available questions.","","","","","","",""
"npc","Fandango","Event Host","Event.png","Special Event|Windurst Walls","","","","","","","","",""
"npc","Fantarviont","Dialogue NPC","Dialogue.png","Northern San d'Oria|San d'Oria","","Notes:\n""In the war twenty years ago, San d'Orian knights crushed the Shadow Lord and his hordes. We sealed off the Northlands from whence he came. ""Eh? Windurst and Bastok? They could barely protect their gates! If it weren't for the valor of our knights, all would have fallen into shadow!""","","","","","","",""
"npc","Fardimant X Boncourge","Cutscene NPC","Cutscene.png","Cutscene|Phomiuna Aqueducts|Tavnazian Safehold","","Involved in Quests:\n* Knocking on Forbidden Doors\n\nNotes:\nThere is some discrepancy in this NPC's biographical data between the Japanese version and all other versions. The Japanese dialogue for the quest ""Knocking on Forbidden Doors"" refers to him by first name only, and he is referred to by first name only in the zone object name files. Furthermore, the Japanese dialogue says that he has been in the aqueducts for twenty years, while the English dialogue says that it is over two hundred! The latter is probably a translation error, since Chemioue mentions Fardimant retired there after the Great War.","","","","","","",""
"npc","Fari-Wari","Quest Giver","QuestGiver.png","Aht Urhgan Whitegate|Al Zahbi","","Starts Quests:\n* Saga of the Skyserpent\n* Ode to the Serpents\n* Soothing Waters\n* Embers of His Past\n\nNotes:\n* Tarutaru bard found near the Shararat Teahouse counter.","","","","","","",""
"npc","Fariel","","","Bastok|Metalworks","","","","","","","","",""
"npc","Fariel (A)","Quest Giver","QuestGiver.png","Abyssea|Abyssea - Misareaux","","Involved in Quests:\n* Missing in Action","","","","","","",""
"npc","Fariska Lokhmi","Map Marker","MapMarker.png","Adoulin|Eastern Adoulin","","Notes:\nMarks one's town map with the locations of various NPCs important to adventures: *Home Points *Item Depository *Melody Mistrels *Weather Reporters *Traveling Bards *Reputation *Immigration *Armor Depository *Teleportation *Pursuivant *Gold World Pass Vendor In addition to Eastern and Western Adoulin NPCs, she will also mark Bivouac waypoints you've activated in: *Ceizak Battlegrounds *Yahse Hunting Grounds *Foret de Hennetiel *Morimar Basalt Fields","","","","","","",""
"npc","Farmaoquaix","Special Event Coordinator","SpecialEventCoordinator.png","Port San d'Oria|San d'Oria","","Notes:\nAppeared during the 2004 Starlight Celebration event.","","","","","","",""
"npc","Farouel","","","San d'Oria (S)|Southern San d'Oria (S)","","Involved in Missions:\n* WOTG21: Proof of Valor","","","","","","",""
"npc","Farso-Dafarso","Bayld Buffs","Dialogue.png","Adoulin|Western Adoulin","","Notes:\n*  For 10 bayld, he casts Quickening at +12% Movement Speed, or +25% if the Couriers' Coalition possesses the Signboard edification. It will overwrite Flee and Quickening obtained from other methods. Movement effect stacks with gear, but not Mazurka. Wears off if the player: ** Changes job or subjob. ** Uses Flee or any item, enchantment, or ability that also gives Quickening (e.g. Sprinter's Shoes, Chocobo Jig). ** Zones anywhere but Western Adoulin, Eastern Adoulin, the Adoulin Rent-a-Room, and Mog Garden. Warp, Waypoints, and Home Point warps are fine so long as it's within the city. *** Only verified with Rala Waterways, Ceizak Battlegrounds, and Bastok Mines HP2. It's possible but unlikely a glitch or oversight might allow other locations{{Verification","","","","","","",""
"npc","Fatimah","Recipe Giver","RecipeGiver.png","Bastok|Bastok Markets","","","","","","","","",""
"npc","Fauceille","","","Sauromugue Champaign (S)","","","","","","","","",""
"npc","Faulpie","Guild Master","GuildMaster.png","San d'Oria|Southern San d'Oria","","Involved in Quests:\n* An Understanding Overlord?\n\nInvolved in Missions:\n* That Which Curdles Blood\n\nNotes:\nThis NPC will: :*Sign you up for the Leathercraft Guild :*Accept the items you need to turn in, to go up in rank for the Leathercraft Guild.","","","","","","",""
"npc","Faurbellant","Quest Giver","QuestGiver.png","La Theine Plateau|San d'Oria","","Involved in Quests:\n* Gates to Paradise\n\nNotes:\n* Located at the east wall of the Crag of Holla, in between the two prongs.","","","","","","",""
"npc","Faurie","","","Chateau d'Oraguille|San d'Oria","","","","","","","","",""
"npc","Faursel","Fast Travel Quest","QuestNPC.png","Jeuno|Lower Jeuno","","Starts Quests:\n* The Road to Aht Urhgan","","","","","","",""
"npc","Faustin","Regional Vendor","RegionalVendor.png","Bastok|Bastok Mines","","","","","","","","",""
"npc","Fayeewah","Standard Merchant","StandardMerchant.png","Aht Urhgan Whitegate|Al Zahbi","","","","","","","","",""
"npc","Fearless Fismar","Cutscene NPC","Cutscene.png","Adoulin|Cutscene|Rala Waterways","","Involved in Quests:\n* Raptor Rapture\n\nNotes:\nAfter completing Raptor Rapture, it's possible to watch Fearless Fismar, Tenacious Tirrod, and Vicious Vorahal fight in the Rala Waterways arena.","","","","","","",""
"npc","Feathered Foe","Fishing NPC","Dialogue.png","Everbloom Hollow","","Notes:\n* Multiple varieties of birds will appear over time and roam the area during Aquatic Depopulation Team. (Birds and Rocs) *Will consume any fish you have in your possession if you stray too close to them before disappearing.","","","","","","",""
"npc","Febrenard C Brunnaut","Casts Cure V on himself.","Dialogue.png","Battle|San d'Oria (S)|Southern San d'Oria (S) or The Eldieme Necropolis (S)","","Notes:\n* Appears in campaign battles, as commander of the Temple Knights. *Spams Holy and Banish III when engaged in battle. *Possesses an innate and powerful Enlight effect on his melee attacks. *Uses various Sword weaponskills, and Shield Bash which does very high damage. **Febrenard seems to favor using Shining Blade and Seraph Blade. *Battle Cry: Altana! Let your divine light guide us to victory! *Casts Protectra V and Shellra V on himself, which will carry over to nearby players. *Casts Cure V on himself.","","","","","","",""
"npc","Federation Dispenser","Campaign Battle","CampaignArbiter.png","Battle|Varies|Windurst (S)","","Notes:\n* Appears during an offensive campaign against Beastman territories. Up to 3 dispensers may be present at a time. *Distributes temporary items to players allied with Windurst in the battle. *Upon the depletion of their stock, these distributors will temporarily return to headquarters in order to replenish their stores. *They will take defensive action against aggressors, but during that time they will be unable to dispense items. Should they become incapacitated in the course of battle, a replacement will be dispatched after a certain amount of time has elapsed. *Item availability and quantity is directly influenced by each nation's skill and production levels.","","","","","","",""
"npc","Federation Garrison","Battle","Dialogue.png","Battle|Ghoyu's Reverie|Windurst","","Involved in Missions:\n* Granite Rose I (Windurst)\n* Granite Rose II (Windurst)","","","","","","",""
"npc","Federation Infantry","Battle","Dialogue.png","Battle|Ghoyu's Reverie|Windurst","","Involved in Missions:\n* Brave Dawn I (Windurst)\n* Brave Dawn II (Windurst)\n\nNotes:\n* Weapon changes depending on mission, but always has /WHM and casts Cure III on self.","","","","","","",""
"npc","Fekko-Krakko","","","Fort Karugo-Narugo (S)","","","","","","","","",""
"npc","Feldrautte I Rouhent","Battle Cry.","Dialogue.png","Battle|San d'Oria (S)|Southern San d'Oria (S)","","Notes:\nAppears during Campaign Battles as the leader of the Norvallen Knights. Appears to be a Staff-wielding Paladin/Monk, as he has been seen using Counterstance. *Talk: ""The kingdom's defeat at Jugner still stings. To avenge the souls of those lost on that fateful day, we must join hands and take up arms as one."" *Feldrautte has extremely high HP and attack strength. *Feldrautte often counters enemy hits with his own. *Uses Counterstance to increase his counter rate. *Casts Protect IV, Shell IV and Cure IV. *Uses Invincible *Often uses the weaponskill Full Swing, dealing extreme damage. Does use other weaponskills. *Battle Cry: ""For the king!""","","","","","","",""
"npc","Felicia, C.A.","Campaign","CampaignArbiter.png","Vunkerl Inlet (S)","","Notes:\n* Jeuno affiliated Campaign Arbiter. Present when Beastmen have control of Vunkerl Inlet (S). *Offers Campaign Information, Campaign Allied Tags, Teleportation *Campaign Sword in front of name during Campaign","","","","","","",""
"npc","Felicific Buffalo","Event NPC","Event.png","North Gustaberg, South Gustaberg, East Ronfaure, West Ronfaure, East Sarutabaruta, West Sarutabaruta|Special Event","","Notes:\nA buffalo found roaming in the areas outside of all three starting cities which is followed by two to three Rancher NPCs. Rancher NPCs mention the opening of the Buffalo Bonanza Ranch in Jeuno.","","","","","","",""
"npc","Felisa","Ferry Travel","TicketSalesperson.png","Mhaura","","Notes:\n* Ship bound for Mhaura or Open sea route to Al Zahbi rides costs 100 gil.","","","","","","",""
"npc","Felmsy","Quest Giver","QuestGiver.png","Adoulin|Eastern Adoulin","","Starts Quests:\n* A Good Pair of Crocs\n\nNotes:\nFather of Saldinor. Husband of Pudith.","","","","","","",""
"npc","Felourie","Adventurer's Assistant","AdventurersAssistant.png","Carpenters' Landing map=Map 2|H-8|San d'Oria","","Notes:\nReports the arrival and departure times of the barges.","","","","","","",""
"npc","Femardaque","","","Windurst|Windurst Woods","","","","","","","","",""
"npc","Femitte","Quest Giver","QuestGiver.png","San d'Oria|Southern San d'Oria","","Starts Quests:\n* Distant Loyalties\n\nInvolved in Quests:\n* Lure of the Wildcat (San d'Oria)\n* Starlight Celebration 2008","","","","","","",""
"npc","Fennella","Guild Points","GuildworkersUnionRepresentative.png","Port Windurst|Windurst","","","","","","","","",""
"npc","Fenrir","Cutscene/Summoned Avatar","Cutscene.png","","","","","","","","","",""
"npc","Fenrir (NPC)","Cutscene NPC/Summoned Avatar","Cutscene.png","Cutscene|Full Moon Fountain|Windurst","","Involved in Quests:\n* The Moonlit Path\n* Mama Mia\n* Howl from the Heavens\n\nInvolved in Missions:\n* Windurst Mission 9-1: Doll of the Dead\n* Windurst Mission 9-2: Moon Reading\n* Promathia Mission 5-3: Three Paths\n* The Pursuit of Paradise (Tenzen's Path)","","","","","","",""
"npc","Fephita","Chocobo Renter","ChocoboRenter.png","Jeuno|Lower Jeuno","","","","","","","","",""
"npc","Feral Moon, L.C.","Campaign","CampaignArbiter.png","Bastok (S)|Vunkerl Inlet (S)","","Notes:\n* Bastok affiliated Campaign Arbiter. Present when Bastok (S) has control of Vunkerl Inlet (S). *Offers Campaign Information, Campaign Allied Tags, Teleportation *Campaign Sword in front of name during Campaign","","","","","","",""
"npc","Ferchinne","Quest Giver","QuestGiver.png","Tavnazian Safehold|Tavnazian Safehold (First Floor","","Starts Quests:\n* Fly High","","","","","","",""
"npc","Ferdechiond (A)","Quest Giver","QuestGiver.png","Abyssea|Abyssea - Vunkerl","","Starts Quests:\n* Bad Communication","","","","","","",""
"npc","Ferdechoind","","","Chateau d'Oraguille|San d'Oria","","","","","","","","",""
"npc","Ferdoulemiont","Standard Merchant","StandardMerchant.png","San d'Oria|Southern San d'Oria","","","","","","","","",""
"npc","Ferghus","","","Bastok|Metalworks","","Starts Quests:\n* Too Many Chefs\n\nInvolved in Quests:\n* Bait and Switch","","","","","","",""
"npc","Ferocious Artisan","Auction House","AuctionManager.png","Tavnazian Safehold","","Notes:\n* Auction House services will not be available until after completing Darkness Named.","","","","","","",""
"npc","Ferreous Coffin","Freelance","CampaignArbiter.png","Batallia Downs (S)|Battle|Freelance","","","","","","","","",""
"npc","Ferrol","Avatar Quest","QuestNPC.png","Bastok|Port Bastok","","Starts Quests:\n* Trial Size Trial by Earth\n\nNotes:\nWill warp main-job Summoners to Cloister of Tremors if traded the Mini Tuning Fork of Earth while Trial Size Trial by Earth is open. Most SMNs never complete this quest so that a permanent warp to Cloister of Tremors is available. He will also provide a new mini fork at any time if the old one was dropped.","","","","","","",""
